zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,A02650,A00200,N26270,A26270,N03210,A18425,A18300,A04800,N12000,A12000
61568,5,450,30,420,0,280,1400,530,62419,63498,42021,80,1278,50,540,782,50002,30,118
61568,6,130,0,120,0,90,400,150,54198,55065,24550,50,11922,0,1257,554,45498,30,566
61569,1,160,120,30,30,70,180,40,1931,1931,1073,20,478,0,0,0,296,0,0
61569,2,110,60,30,0,60,180,40,3862,3961,2765,0,0,0,0,0,2068,0,0
61569,3,90,30,50,0,60,170,30,5357,5357,3314,0,0,0,0,0,3544,0,0
61569,4,80,20,60,0,50,180,50,6467,6558,4677,0,0,40,191,273,4709,0,0
61569,5,120,0,110,0,90,330,120,15327,15806,10717,0,0,0,0,0,12332,0,0
61569,6,30,0,20,0,0,60,0,9225,9225,4651,0,0,0,0,0,8299,0,0
61570,1,270,180,50,40,130,340,90,3505,3555,2590,0,0,0,0,103,546,0,0
61570,2,210,110,60,60,110,400,130,7429,7481,5622,20,185,20,0,0,3815,0,0
61570,3,140,40,80,0,90,300,90,8456,8547,5900,0,0,0,0,0,5673,0,0
61570,4,90,30,80,0,60,260,90,7923,8028,5610,30,277,0,0,0,5644,0,0
61570,5,110,0,100,0,90,300,90,16921,17171,10414,0,0,0,0,0,13939,0,0
61570,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61571,1,3330,2620,300,380,1140,3360,810,38678,39072,28413,20,-100,90,0,183,6726,0,0
61571,2,2220,1270,550,350,920,3700,950,81398,82259,59948,30,173,240,85,383,44178,50,61
61571,3,1660,610,830,200,810,3500,1020,102531,103589,72684,50,389,230,221,698,69593,50,91
61571,4,1260,230,940,80,640,3190,1000,109287,110349,75343,70,677,160,331,862,80393,40,90
61571,5,2280,180,2040,60,1180,6850,2530,313111,315462,227999,200,3630,310,2036,3243,254806,120,408
61571,6,820,50,750,0,490,2670,1100,294823,298095,211820,190,26935,0,5570,3335,264230,100,2862
61572,1,160,120,30,0,90,200,40,1998,2023,1277,0,0,0,0,0,333,0,0
61572,2,120,60,30,40,60,200,50,4129,4150,3217,0,0,0,0,0,2143,0,0
61572,3,80,50,40,0,50,150,30,5237,5321,3725,0,0,40,0,0,3614,0,0
61572,4,60,0,50,0,40,160,50,5098,5098,3400,0,0,0,0,0,3652,0,0
61572,5,70,0,60,0,60,200,70,10104,10235,5394,0,0,0,0,0,8101,0,0
61572,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61602,1,160,140,0,20,60,180,30,1874,1874,1699,0,0,0,0,0,386,0,0
61602,2,100,90,0,0,40,110,20,3670,3763,3346,0,0,40,0,0,2308,0,0
61602,3,60,50,0,0,50,80,0,3748,3786,2822,0,0,0,0,158,2728,0,0
61602,4,40,30,40,0,0,40,0,3156,3156,2481,0,0,0,0,0,2524,0,0
61602,5,60,50,0,0,30,80,0,7295,7402,4363,0,0,0,546,0,6244,0,0
61602,6,40,0,20,0,30,60,0,25620,25620,5920,40,8035,0,0,257,22101,0,0
61603,1,3570,1940,210,1380,1370,6470,2960,47734,48044,40852,0,0,70,27,0,7298,0,0
61603,2,1920,870,330,660,780,3890,1640,66753,67111,58284,40,141,150,0,63,35261,0,0
61603,3,690,300,260,120,320,1420,470,41905,42156,34142,0,0,100,125,248,29223,40,146
61603,4,280,80,180,30,140,620,170,23658,23844,17918,30,177,40,0,0,17775,0,0
61603,5,210,60,150,0,120,480,140,26826,27259,17247,0,0,30,270,330,21905,0,0
61603,6,30,0,20,0,30,60,0,11923,11923,5648,0,0,0,0,0,10665,0,0
61604,1,5910,3720,440,1660,2130,9150,3440,77776,78424,61254,30,58,160,0,125,12979,0,0
61604,2,3870,2070,670,1030,1490,6960,2430,138587,139581,114590,30,119,390,83,259,76010,40,40
61604,3,1860,870,730,230,880,3630,1040,113574,114491,86098,40,314,300,212,481,79243,40,82
61604,4,990,270,660,50,500,2210,560,85530,86125,59249,40,607,150,253,449,63861,40,93
61604,5,960,190,730,30,520,2290,600,125651,126532,81150,50,1706,130,729,1180,102307,50,158
61604,6,140,40,100,0,90,290,50,49412,50754,18994,40,8129,0,724,495,43925,20,367
61605,1,3540,1710,190,1620,1340,6790,3270,45790,46131,38588,30,133,40,0,46,5635,0,0
61605,2,1330,500,250,560,560,2880,1300,45398,45535,39179,0,0,60,87,0,22644,0,0
61605,3,300,100,130,80,130,620,200,17930,17963,13893,0,0,30,0,120,12279,0,0
61605,4,120,40,70,0,60,260,80,9811,9870,6650,0,0,0,0,0,7338,0,0
61605,5,70,0,50,0,40,160,40,9491,9491,6355,0,0,0,0,0,7726,0,0
61605,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61606,1,1030,710,60,250,340,1470,540,13343,13463,11465,0,0,40,0,0,2558,0,0
61606,2,470,290,70,100,180,810,270,16574,16720,14449,30,70,60,69,167,9279,0,0
61606,3,200,100,70,40,90,380,110,12273,12412,9463,0,0,40,0,0,8678,0,0
61606,4,110,30,70,0,50,250,80,9323,9406,6448,0,0,20,0,0,7020,30,227
61606,5,190,40,140,0,100,460,130,25902,26322,17798,40,1512,30,203,334,21138,0,0
61606,6,60,0,60,0,40,200,80,26024,26522,16932,0,0,0,547,220,23681,0,0
61607,1,1640,1230,170,210,630,1890,430,20796,20985,14836,0,0,60,0,0,3879,0,0
61607,2,1330,740,330,220,570,2170,520,48702,49088,35307,40,-73,130,0,189,26543,30,43
61607,3,870,340,410,110,450,1750,470,53374,53780,37193,30,379,90,113,271,36297,0,0
61607,4,630,120,480,50,370,1490,380,54977,55308,38034,30,132,70,104,237,40670,20,46
61607,5,800,80,710,0,450,2130,620,103667,104395,71694,70,2689,90,404,710,83897,30,139
61607,6,80,0,80,0,50,220,60,37669,37859,17105,0,0,0,388,294,23044,0,0
61610,1,1030,680,100,230,340,1510,500,13826,13912,11295,0,0,20,0,0,2575,0,0
61610,2,780,410,190,150,300,1390,420,28126,28304,23278,0,0,60,0,0,15204,0,0
61610,3,340,130,170,40,150,710,190,20968,21111,17062,0,0,30,110,245,14320,0,0
61610,4,160,50,120,0,90,380,100,13986,14083,10492,0,0,30,0,0,10395,0,0
61610,5,140,0,130,0,70,360,100,17813,17902,12585,0,0,0,0,0,14368,0,0
61610,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61611,1,3810,2800,390,560,1420,4660,1210,48571,49015,36196,50,52,90,21,226,8962,20,24
61611,2,2750,1510,700,450,1190,4690,1260,99939,100780,75194,40,53,250,62,322,53803,30,33
61611,3,1820,720,880,190,900,3660,950,112585,113567,81202,60,217,210,227,664,77108,40,61
61611,4,1320,270,980,60,720,3060,760,114839,115726,78593,60,684,180,431,998,84768,30,62
61611,5,1840,210,1560,50,1000,4730,1330,243364,245133,167460,130,2503,250,1162,2041,197347,60,263
61611,6,370,40,330,0,230,990,290,145725,147694,75660,100,24685,0,2872,1264,129650,60,2432
61614,1,4220,3180,340,630,1580,4990,1360,52519,53197,40139,50,-62,170,23,270,9968,40,41
61614,2,3200,2030,490,610,1290,5040,1370,115416,116851,90497,50,202,450,115,481,65407,50,70
61614,3,2200,1170,740,240,1080,3880,940,135889,137132,93722,70,623,350,419,1337,95762,80,178
61614,4,1510,510,890,90,800,3220,830,130316,131425,82673,70,690,200,682,1610,97700,90,190
61614,5,2210,460,1670,70,1240,5330,1450,299298,301875,178122,190,3038,260,2065,3667,244259,170,761
61614,6,820,120,680,0,590,2110,610,339675,344134,171546,260,47803,0,7249,3409,302599,180,6013
61615,1,3330,2560,250,480,1190,3720,1010,40111,40548,31572,40,-312,130,0,252,7440,20,28
61615,2,2430,1510,420,430,940,3940,1120,88765,90018,70517,60,274,350,124,474,50459,40,54
61615,3,1570,830,540,150,710,2750,650,96656,97510,69872,50,382,250,268,812,68237,40,72
61615,4,1180,390,720,70,590,2620,720,102795,103780,69706,60,183,130,391,1016,76669,50,97
61615,5,2100,360,1660,70,1080,5390,1630,289065,291734,201571,190,2549,220,1996,3527,236660,100,633
61615,6,1280,130,1120,30,820,3820,1430,599216,604530,392555,370,55680,0,13887,5794,547749,180,6490
61616,1,1230,910,90,210,410,1570,420,16488,16671,13409,20,70,50,0,0,3495,30,72
61616,2,920,600,130,160,330,1390,340,32473,32737,27645,0,0,120,0,0,18593,0,0
61616,3,460,200,180,80,200,890,250,28113,28294,23184,0,0,70,84,218,19576,0,0
61616,4,200,60,140,0,100,460,120,17452,17584,13048,30,592,30,0,0,13005,0,0
61616,5,210,60,150,0,110,500,130,26814,26985,18572,0,0,40,178,317,21812,0,0
61616,6,100,0,80,0,90,250,70,83768,84387,34515,50,8789,0,2634,558,76805,30,2066
61701,1,6210,4500,410,1220,2100,8460,2680,82515,83274,66744,50,150,210,41,235,16011,30,20
61701,2,4470,2800,740,830,1610,7350,2170,161136,162685,134632,40,265,590,126,512,91592,40,58
61701,3,2420,1240,910,220,1110,4430,1120,148919,150380,113206,60,885,410,420,1091,104715,70,119
61701,4,1350,420,830,80,680,2930,760,116502,117430,83943,50,414,210,462,992,86911,60,158
61701,5,1530,310,1170,50,790,3590,890,203226,204985,138518,130,3385,190,1404,2349,165257,100,508
61701,6,410,70,330,0,300,990,260,177987,181060,95593,140,30662,0,4891,1746,154926,100,3921
61704,1,5040,4070,300,620,1690,5060,1430,58730,59554,48126,50,-43,210,39,313,11437,30,22
61704,2,2930,1790,530,520,1120,5000,1600,106919,108338,87340,70,286,450,140,622,60295,40,63
61704,3,2350,1100,980,220,1120,4640,1320,147031,148530,113674,70,737,350,539,1606,102575,60,125
61704,4,1990,580,1240,150,950,4740,1520,172855,174491,128909,90,1158,210,1003,2501,129188,80,237
61704,5,4060,510,3390,130,1860,11300,3850,565148,569817,410334,320,6744,450,4026,7036,462649,200,989
61704,6,1660,110,1510,40,960,4860,1700,632342,641671,406309,370,65349,0,13154,6692,566026,210,6184
61705,1,1600,1270,110,210,540,1530,460,17238,17473,13796,20,159,40,0,0,3085,0,0
61705,2,860,470,200,170,350,1550,500,31218,31625,24399,20,-178,90,58,355,16710,0,0
61705,3,690,290,290,90,340,1380,410,42839,43447,30294,40,80,100,199,618,29415,40,76
61705,4,650,150,440,40,310,1580,490,56572,57360,39505,50,133,80,409,1032,41676,30,90
61705,5,1870,190,1620,60,880,5460,1980,267155,269553,200806,170,4015,210,2483,4127,218731,90,377
61705,6,870,50,810,0,500,2660,980,307743,312417,204941,190,37179,0,6713,3550,273331,90,4114
61720,1,40,20,20,0,0,60,30,488,488,415,0,0,0,0,0,0,0,0
61720,2,40,20,0,0,40,70,40,1793,1864,1309,0,0,0,0,0,1145,0,0
61720,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61720,4,30,0,30,0,30,80,0,4081,4081,1876,0,0,0,0,0,3083,0,0
61720,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61720,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61721,1,80,60,0,20,30,100,30,1054,1090,722,0,0,0,0,0,186,0,0
61721,2,60,50,30,0,30,100,20,2305,2305,1557,0,0,0,0,0,1230,0,0
61721,3,40,0,30,0,50,110,40,2501,2564,1791,0,0,0,0,0,1600,0,0
61721,4,30,0,30,0,0,90,30,2666,2666,1973,0,0,0,0,0,1959,0,0
61721,5,50,0,40,0,40,150,50,7456,7690,4343,0,0,0,0,0,5836,0,0
61721,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61722,1,80,50,20,30,20,120,40,970,970,661,0,0,0,0,0,143,0,0
61722,2,50,40,0,0,20,100,30,1862,1929,1455,0,0,0,0,0,1000,0,0
61722,3,30,0,40,0,20,80,50,1854,1854,2397,0,0,0,0,0,1172,0,0
61722,4,20,0,0,0,0,50,0,1715,1883,0,0,0,0,0,0,1239,0,0
61722,5,50,0,40,0,30,120,30,7721,7721,3548,0,0,0,0,0,6243,0,0
61722,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61723,1,330,240,40,50,160,420,120,4102,4179,2984,0,0,0,0,56,690,0,0
61723,2,260,140,80,40,150,480,150,9607,9714,6814,30,45,30,0,0,5012,30,29
61723,3,200,80,100,30,120,440,140,12423,12505,8733,0,0,30,59,141,8359,0,0
61723,4,140,30,120,0,90,360,110,11927,12052,8455,0,0,0,0,0,8663,20,77
61723,5,150,0,140,0,100,390,110,19856,20338,13390,30,870,20,248,333,15838,0,0
61723,6,30,0,30,0,30,80,30,8278,8278,3245,0,0,0,0,0,7271,0,0
61724,1,60,40,30,0,20,80,0,787,787,611,0,0,0,0,0,0,0,0
61724,2,60,50,0,0,40,90,40,2074,2103,1495,0,0,0,0,0,1250,0,0
61724,3,40,0,30,0,20,100,30,2526,2526,1892,0,0,0,0,0,1586,0,0
61724,4,30,0,30,0,20,70,30,2470,2561,1727,0,0,0,0,0,1752,0,0
61724,5,40,0,30,0,30,80,0,5176,5176,2919,0,0,0,0,0,4163,0,0
61724,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61725,1,210,170,20,0,80,180,40,2234,2270,1540,0,0,0,0,0,396,0,0
61725,2,150,80,40,50,60,280,80,5612,5759,4227,30,-18,30,0,0,3014,0,0
61725,3,100,60,50,0,50,200,60,6215,6306,4293,0,0,0,0,0,4259,0,0
61725,4,80,0,70,0,50,220,70,7279,7331,4417,0,0,30,0,0,5298,0,0
61725,5,180,20,150,0,100,510,180,24143,24667,16178,40,4422,0,208,449,19284,30,352
61725,6,50,0,50,0,40,160,50,21160,21160,8816,0,0,0,511,223,18378,0,0
61726,1,400,290,70,50,180,500,130,5106,5197,3930,0,0,30,0,0,951,0,0
61726,2,290,170,70,40,150,490,130,10675,10826,8232,40,185,0,0,114,5887,0,0
61726,3,210,70,110,30,120,450,140,12625,12823,8965,0,0,40,0,0,8474,0,0
61726,4,120,30,100,0,80,320,100,10470,10707,7228,0,0,0,0,0,7539,30,119
61726,5,170,0,160,0,120,450,130,22148,22989,13130,30,1631,20,201,214,17535,0,0
61726,6,30,0,20,0,20,70,20,7087,7087,2766,0,0,0,0,0,6020,0,0
61727,1,1530,1070,180,230,660,1960,590,18080,18304,13529,20,119,40,51,0,2983,30,37
61727,2,1060,560,250,190,500,1850,560,38056,38382,29726,0,0,90,0,168,20471,0,0
61727,3,660,260,310,60,350,1330,360,40369,40929,29269,40,796,70,81,201,27314,30,49
61727,4,470,90,350,40,270,1140,330,40754,41212,27215,0,0,50,92,209,29850,30,50
61727,5,650,80,560,0,390,1750,540,85837,86947,59914,50,589,80,396,594,69205,30,215
61727,6,150,0,130,0,110,390,110,52118,52949,23712,50,6994,0,928,479,45775,30,308
61728,1,180,120,20,40,70,250,80,2285,2306,1853,0,0,20,0,0,397,0,0
61728,2,150,80,40,40,80,260,70,5673,5802,4489,0,0,0,0,155,3083,0,0
61728,3,100,40,50,0,50,220,80,6193,6290,4975,0,0,30,0,0,4255,0,0
61728,4,70,20,60,0,40,180,50,6008,6008,4593,0,0,0,0,0,4338,0,0
61728,5,110,0,100,0,60,300,100,13448,13956,11146,40,359,0,0,0,10608,0,0
61728,6,30,0,20,0,20,60,0,7038,7038,0,0,0,0,0,0,5864,0,0
61729,1,140,120,0,0,70,80,0,1546,1546,1268,0,0,0,0,0,326,0,0
61729,2,80,40,30,0,40,120,40,2738,2878,2025,0,0,20,0,0,1428,0,0
61729,3,70,50,40,0,50,180,60,4571,4654,3264,30,287,0,0,0,3036,0,0
61729,4,80,0,70,0,60,210,70,6825,6914,4043,0,0,0,125,294,4856,0,0
61729,5,130,0,120,0,90,390,140,17059,17582,10205,30,597,0,0,0,13656,40,894
61729,6,50,0,50,0,30,160,70,23919,23919,10658,20,9126,0,630,254,18402,0,0
61730,1,40,30,0,0,30,40,20,480,480,371,0,0,0,0,0,0,0,0
61730,2,40,20,0,0,0,60,0,1382,1382,990,0,0,0,0,0,859,0,0
61730,3,30,30,40,0,30,60,30,1816,1916,1557,0,0,0,0,0,1266,0,0
61730,4,30,0,0,0,0,60,0,2259,2259,1980,0,0,0,0,0,1710,0,0
61730,5,40,0,30,0,30,90,20,5182,5182,1920,0,0,0,0,0,3778,0,0
61730,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61731,1,40,50,0,0,30,20,20,336,336,911,0,0,0,0,0,0,0,0
61731,2,20,0,0,0,0,50,0,777,777,0,0,0,0,0,0,432,0,0
61731,3,30,0,50,0,40,70,40,2116,2116,2947,0,0,0,0,0,1483,0,0
61731,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61731,5,20,0,0,0,0,60,0,4040,4040,0,0,0,0,0,0,2882,0,0
61731,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61732,1,250,190,40,30,110,270,70,2863,2913,2021,0,0,20,0,0,447,0,0
61732,2,190,110,50,20,90,320,80,6945,7060,5364,20,100,0,0,0,3761,0,0
61732,3,160,60,80,20,90,330,100,9668,9843,6708,0,0,20,80,194,6489,0,0
61732,4,140,30,110,0,90,370,120,12135,12253,9102,0,0,20,0,0,8827,30,129
61732,5,220,0,200,0,120,620,190,29107,29855,20742,30,713,40,169,290,23338,0,0
61732,6,40,0,30,0,30,100,30,10635,10635,6029,0,0,0,0,0,9260,0,0
61733,1,160,130,0,0,60,160,30,2012,2051,1648,0,0,0,0,0,380,0,0
61733,2,120,80,40,40,50,190,40,4501,4593,3674,0,0,50,0,0,2535,0,0
61733,3,70,20,40,0,40,140,30,4441,4441,3362,0,0,0,0,0,2973,0,0
61733,4,90,30,70,0,60,240,70,8134,8266,6093,30,520,0,0,0,5932,0,0
61733,5,110,0,100,0,60,320,110,17705,18004,12325,0,0,20,258,334,14496,0,0
61733,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61734,1,370,260,60,50,170,460,100,4700,4787,3100,0,0,0,0,0,776,0,0
61734,2,300,150,80,50,160,520,150,10957,11099,8393,20,68,50,82,0,5859,0,0
61734,3,200,70,120,30,120,460,140,12573,12745,8901,0,0,0,0,206,8431,0,0
61734,4,150,20,120,0,90,370,110,12783,12969,8008,0,0,30,0,0,9243,40,196
61734,5,190,20,170,0,120,530,170,25135,25711,16461,30,395,0,285,345,20198,0,0
61734,6,30,0,30,0,30,90,30,9767,9767,3698,0,0,0,0,0,8175,0,0
61735,1,50,40,0,0,20,50,0,633,633,474,0,0,0,0,0,132,0,0
61735,2,40,40,0,0,20,60,40,1323,1396,1087,0,0,0,0,0,739,0,0
61735,3,50,0,50,0,30,100,0,3654,3654,2300,0,0,0,0,0,2533,0,0
61735,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61735,5,40,0,30,0,30,100,30,6148,6148,4881,0,0,0,0,0,5164,0,0
61735,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61736,1,240,200,0,0,100,180,40,2514,2545,1902,0,0,0,0,0,422,0,0
61736,2,170,90,60,70,90,280,80,6364,6450,4579,20,145,0,0,0,3509,0,0
61736,3,120,50,50,0,60,230,60,7253,7346,5224,0,0,40,88,302,5062,0,0
61736,4,100,30,60,20,40,220,60,8642,8749,6588,0,0,0,0,0,6490,0,0
61736,5,240,20,220,0,110,790,330,33300,33732,26651,30,821,30,247,419,26987,40,557
61736,6,100,0,90,0,60,320,140,42444,43213,19653,30,6641,0,906,447,37082,0,0
61737,1,60,50,20,0,30,70,30,753,753,520,0,0,0,0,0,144,0,0
61737,2,50,30,0,0,20,80,0,1860,1971,1282,0,0,0,0,0,1008,0,0
61737,3,40,30,30,0,30,100,30,2673,2673,1856,0,0,0,0,0,1737,0,0
61737,4,30,0,20,0,0,70,20,2371,2371,1692,0,0,0,0,0,1727,0,0
61737,5,60,0,50,0,30,140,30,10058,10164,5697,0,0,0,0,0,7354,0,0
61737,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61738,1,610,470,60,80,310,650,170,7168,7285,5374,30,40,0,0,66,1204,0,0
61738,2,400,240,90,60,210,670,190,14624,14828,11865,0,0,40,0,0,8138,0,0
61738,3,320,120,160,50,210,720,250,19677,19945,13110,20,20,20,123,286,13108,30,43
61738,4,240,30,190,0,140,640,210,20344,20580,14636,0,0,40,0,0,14807,0,0
61738,5,350,30,320,0,220,1010,340,46914,47788,30278,40,931,40,222,420,37462,30,59
61738,6,80,0,70,0,60,230,80,39528,40059,13164,30,8228,0,716,278,34185,20,385
61739,1,740,580,70,80,430,750,180,8229,8350,6087,30,-96,0,0,130,1335,0,0
61739,2,520,330,120,70,330,860,220,19175,19513,14420,0,0,40,0,0,10598,30,32
61739,3,330,110,180,40,220,780,270,20407,20728,13860,40,124,30,93,163,13357,20,37
61739,4,280,40,230,0,210,740,230,24208,24608,16472,30,265,30,0,0,17294,30,72
61739,5,390,50,340,0,310,1140,410,52078,53604,29204,90,2869,30,226,383,40869,50,176
61739,6,110,0,100,0,100,290,90,46139,47715,11122,60,10233,0,360,241,38550,30,947
61740,1,240,170,20,40,120,280,80,2942,2979,2146,0,0,20,0,0,479,0,0
61740,2,180,100,40,30,100,290,80,6492,6638,4476,0,0,0,0,0,3485,0,0
61740,3,120,50,60,20,80,260,80,7330,7541,5209,0,0,30,153,195,4937,0,0
61740,4,80,40,50,0,60,180,50,6776,6973,4639,0,0,0,0,0,4966,40,144
61740,5,120,0,100,0,90,310,100,15715,16433,12915,50,164,0,0,0,12535,0,0
61740,6,20,0,20,0,20,50,0,7841,7841,0,0,0,0,0,0,6852,0,0
61741,1,260,200,20,40,150,280,80,3102,3149,2493,20,58,0,0,0,527,0,0
61741,2,180,100,40,50,110,350,130,6469,6544,5402,0,0,30,0,0,3533,0,0
61741,3,90,30,50,0,60,220,80,5673,5731,4127,20,14,0,0,0,3777,0,0
61741,4,110,20,90,0,80,310,110,9456,9617,6577,0,0,30,0,158,6729,0,0
61741,5,100,0,90,0,70,290,100,12547,12914,6956,30,855,0,0,0,9645,40,195
61741,6,30,0,20,0,20,70,20,8052,8482,2172,20,1672,0,0,0,6740,0,0
61742,1,140,110,0,30,50,150,40,1557,1557,1241,0,0,0,0,0,218,0,0
61742,2,100,60,40,0,50,170,40,3585,3636,2746,0,0,0,0,192,1956,0,0
61742,3,70,30,30,0,30,140,40,4129,4155,3241,0,0,30,0,0,2799,20,154
61742,4,70,20,50,0,40,180,60,5869,5935,3332,40,725,0,0,0,4221,0,0
61742,5,120,0,110,0,70,350,120,17040,17313,11478,0,0,0,198,241,13826,0,0
61742,6,50,0,50,0,30,150,60,18705,18705,9877,20,2493,0,731,225,14857,0,0
61743,1,40,30,0,0,30,40,0,477,477,277,0,0,0,0,0,0,0,0
61743,2,30,30,0,0,0,40,0,857,857,725,0,0,0,0,0,524,0,0
61743,3,40,0,30,0,30,70,40,2782,3043,2955,0,0,0,0,0,1997,0,0
61743,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61743,5,20,0,20,0,20,60,0,3556,3556,0,0,0,0,0,0,2888,0,0
61743,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61744,1,260,200,30,30,120,280,80,2956,2977,2247,0,0,0,0,0,512,0,0
61744,2,190,100,60,30,110,370,120,7154,7233,4942,0,0,0,0,141,3757,0,0
61744,3,150,50,80,20,80,350,120,8934,9084,6825,0,0,40,0,0,5968,0,0
61744,4,120,30,90,0,80,330,130,10237,10364,6882,0,0,0,0,0,7338,0,0
61744,5,180,0,170,0,120,540,200,23530,24203,14949,60,727,20,329,360,18486,40,101
61744,6,30,0,30,0,30,100,40,10377,10377,3857,0,0,0,0,0,8952,0,0
61745,1,600,470,50,70,220,610,160,6783,6920,5026,0,0,0,0,122,1224,0,0
61745,2,370,210,90,60,170,650,180,13601,13748,10138,0,0,50,0,0,7293,20,40
61745,3,280,90,140,40,140,590,180,17443,17705,12347,30,230,40,137,177,11753,0,0
61745,4,250,40,200,20,130,660,210,21767,22027,16461,0,0,40,0,160,15953,0,0
61745,5,490,30,450,0,260,1480,550,66169,66859,51907,50,3369,60,371,565,53639,20,419
61745,6,90,0,90,0,50,280,110,27452,27767,18400,0,0,0,450,275,23596,0,0
61747,1,180,140,30,0,90,190,30,2251,2261,1499,0,0,0,0,0,387,0,0
61747,2,160,80,50,50,80,280,60,5804,5887,3870,0,0,30,38,135,2950,0,0
61747,3,110,50,60,0,70,260,90,6561,6643,4481,0,0,0,0,0,4220,30,106
61747,4,80,0,60,0,50,190,50,6617,6699,4374,0,0,20,0,0,4661,0,0
61747,5,130,0,110,0,100,370,130,16407,16865,11891,0,0,0,229,278,12930,0,0
61747,6,30,0,20,0,0,70,20,8535,8535,5140,0,0,0,0,0,7515,0,0
61748,1,300,250,30,20,130,280,60,3470,3506,2436,0,0,0,0,0,602,0,0
61748,2,200,130,40,30,90,300,60,7376,7428,5595,0,0,30,0,0,4126,0,0
61748,3,200,70,100,30,110,420,120,12275,12447,7254,30,275,20,113,205,8152,0,0
61748,4,180,30,140,0,90,450,130,15941,16177,10956,0,0,20,0,141,11721,0,0
61748,5,360,40,320,0,190,1020,350,48088,48480,34350,30,446,40,301,579,38978,40,122
61748,6,110,0,100,0,80,290,80,66459,67179,20635,40,16286,0,1574,442,55134,30,2995
61749,1,70,50,0,20,30,100,0,901,901,576,0,0,0,0,0,156,0,0
61749,2,60,30,40,0,30,110,50,2156,2190,1582,0,0,0,0,0,1046,0,0
61749,3,50,30,30,0,50,100,40,3140,3140,2063,0,0,0,0,0,2094,0,0
61749,4,30,0,30,0,0,70,0,2645,2645,1950,0,0,0,0,0,1937,0,0
61749,5,40,0,30,0,30,90,30,5709,5937,2401,0,0,0,0,0,4524,0,0
61749,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61752,1,630,490,70,60,230,630,130,7229,7349,5195,0,0,20,0,0,1218,0,0
61752,2,400,230,90,70,170,650,170,14488,14718,10498,0,0,40,58,267,7915,30,37
61752,3,290,110,130,40,140,590,170,18025,18226,13974,40,359,30,0,0,12429,0,0
61752,4,270,50,200,30,150,660,190,23219,23617,16532,0,0,40,84,198,17007,0,0
61752,5,410,20,380,0,220,1260,470,54134,54630,41726,20,122,70,497,527,43518,30,198
61752,6,80,0,80,0,60,240,80,26420,27106,12369,30,3259,0,0,0,22833,0,0
61753,1,400,310,40,50,150,430,110,4791,4896,3316,0,0,30,0,0,797,0,0
61753,2,260,130,80,40,140,460,130,9565,9680,6620,0,0,0,0,0,5023,0,0
61753,3,230,80,120,30,130,500,150,14205,14481,9918,40,146,30,94,223,9570,30,44
61753,4,180,30,140,0,100,480,160,15657,15837,11244,0,0,20,0,149,11432,0,0
61753,5,270,30,240,0,150,760,250,36927,37457,25298,30,780,40,483,305,29631,30,468
61753,6,70,0,70,0,50,190,50,22681,23422,10872,20,2407,0,0,199,19733,0,0
61754,1,160,120,20,0,70,200,50,1859,1879,1375,0,0,0,0,125,302,0,0
61754,2,130,70,40,50,60,220,60,4701,4859,3646,0,0,30,0,0,2498,0,0
61754,3,90,50,50,0,60,200,60,5882,6014,3847,0,0,0,0,0,3855,0,0
61754,4,80,0,70,0,40,190,50,6894,7000,4692,30,1162,20,0,0,4913,0,0
61754,5,120,0,110,0,70,300,80,17431,17749,10025,0,0,0,0,0,14039,0,0
61754,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61755,1,550,430,60,60,230,540,130,6495,6576,4804,0,0,0,0,151,1145,20,43
61755,2,380,180,120,70,190,690,200,14285,14459,10615,0,0,50,87,0,7617,0,0
61755,3,330,130,160,50,200,680,190,20667,20876,15004,50,320,40,0,153,14166,0,0
