zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,A02650,A00200,N26270,A26270,N03210,A18425,A18300,A04800,N12000,A12000
61755,4,280,40,230,0,160,760,240,24818,25125,18373,0,0,40,76,160,18096,0,0
61755,5,450,40,390,20,270,1340,500,60888,61525,46055,40,497,60,277,456,49545,30,92
61755,6,80,0,70,0,60,230,70,23872,24213,15538,30,2735,0,303,226,20940,0,0
61756,1,320,240,40,40,140,340,70,3715,3769,2624,0,0,0,0,0,641,0,0
61756,2,220,90,70,50,110,410,130,8021,8164,6219,0,0,30,0,0,4138,0,0
61756,3,140,40,80,40,80,330,110,8506,8597,6915,0,0,30,0,0,5646,0,0
61756,4,120,40,90,0,70,300,90,10349,10418,7584,0,0,0,0,0,7493,0,0
61756,5,170,0,150,0,110,480,160,23042,23470,15661,40,1392,20,290,322,18524,0,0
61756,6,40,0,30,0,30,100,30,10811,11149,6203,0,0,0,0,0,9458,0,0
61759,1,200,150,30,30,90,220,40,2421,2459,1691,0,0,0,0,0,381,0,0
61759,2,140,80,50,0,90,250,60,5366,5437,4204,0,0,30,0,120,2923,0,0
61759,3,130,40,70,30,80,270,70,8013,8098,5617,0,0,0,0,0,5376,0,0
61759,4,100,30,70,0,60,250,80,8637,8699,6306,0,0,30,248,0,6355,0,0
61759,5,100,0,90,0,70,290,100,13532,13841,8858,40,1087,0,0,179,10786,0,0
61759,6,30,0,30,0,30,80,20,10981,11272,4983,0,0,0,0,0,9904,0,0
61760,1,360,270,40,50,160,420,110,4405,4483,3238,0,0,0,0,0,788,0,0
61760,2,260,150,70,40,130,470,140,9759,9925,7396,0,0,30,0,0,5342,0,0
61760,3,180,70,90,20,120,380,110,11311,11492,7963,30,242,30,0,0,7624,40,56
61760,4,140,40,110,0,90,350,100,12112,12319,8290,0,0,0,134,234,8775,0,0
61760,5,170,0,160,0,110,470,140,22455,23195,15024,30,1162,30,0,0,17912,20,101
61760,6,40,0,30,0,30,100,30,10403,10403,4850,0,0,0,0,0,9031,0,0
61761,1,6410,5200,350,790,1920,6820,1760,77368,78352,65161,40,-124,320,25,227,14886,20,29
61761,2,3910,2400,720,690,1360,6450,1860,142304,144001,113778,60,63,590,246,909,79845,60,86
61761,3,2560,1200,1050,250,1120,5030,1420,158658,160509,114442,80,550,440,614,1678,110476,70,182
61761,4,2100,560,1350,150,920,5020,1570,182637,184415,131595,90,1336,350,945,2210,136041,70,152
61761,5,3560,410,3020,130,1660,9920,3350,483253,487235,348950,260,4179,490,3052,5371,393497,180,810
61761,6,790,80,700,0,470,2210,720,277604,280145,159438,180,19537,0,3801,2720,236435,100,1972
61764,1,2030,1480,190,330,970,2550,710,25197,25436,19533,0,0,40,0,93,4511,0,0
61764,2,1440,800,320,290,720,2480,740,52492,52998,41615,30,163,100,49,142,28609,30,37
61764,3,900,380,390,110,530,1760,470,55531,56150,38693,30,75,70,93,301,38190,40,77
61764,4,580,100,450,30,350,1420,390,50229,50863,34097,20,206,80,93,187,36604,30,89
61764,5,790,110,670,20,540,2080,630,104259,106370,61611,70,1855,100,411,763,83355,80,328
61764,6,140,0,130,0,120,370,100,49833,51001,17867,50,6335,0,656,437,42754,30,513
61769,1,90,60,0,30,40,120,40,1076,1076,827,0,0,0,0,0,172,0,0
61769,2,70,30,40,0,40,130,40,2352,2409,1694,0,0,0,0,0,1152,0,0
61769,3,50,30,30,0,30,120,60,2995,2995,2260,0,0,0,0,0,1946,0,0
61769,4,30,0,30,0,20,80,0,2782,2990,1949,0,0,0,0,0,1855,0,0
61769,5,40,0,30,0,30,100,30,5113,5113,2944,0,0,0,0,0,4003,0,0
61769,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61770,1,160,120,20,0,80,190,40,1798,1798,1421,0,0,0,0,0,282,0,0
61770,2,120,70,40,40,60,210,50,4252,4321,3142,20,207,30,0,140,2153,0,0
61770,3,80,40,50,0,50,190,60,4720,4772,3206,0,0,0,0,0,3010,0,0
61770,4,70,0,60,0,40,180,60,6143,6227,4261,0,0,20,0,0,4408,0,0
61770,5,70,0,60,0,50,180,40,10050,10415,5981,0,0,0,0,0,8101,0,0
61770,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61771,1,130,90,20,30,70,140,30,1457,1457,1041,0,0,0,0,0,209,0,0
61771,2,90,50,30,0,50,150,40,3168,3225,2566,0,0,20,0,0,1663,0,0
61771,3,80,50,50,0,50,210,80,5072,5248,4000,0,0,0,0,0,3389,0,0
61771,4,50,0,40,0,40,140,50,4564,4564,2990,30,1690,0,195,196,3356,0,0
61771,5,80,0,80,0,60,250,90,10529,10815,11713,0,0,0,0,0,8397,0,0
61771,6,20,0,20,0,0,80,30,8121,8121,0,0,0,0,0,0,7262,0,0
61772,1,60,50,0,0,30,60,0,792,792,571,0,0,0,0,0,141,0,0
61772,2,40,30,0,0,30,70,30,1527,1527,1028,0,0,0,0,0,790,0,0
61772,3,50,20,50,0,30,100,20,3246,3384,2058,0,0,0,0,0,2209,0,0
61772,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61772,5,50,0,40,0,40,120,30,7834,7834,4580,0,0,0,0,0,6483,0,0
61772,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61773,1,60,40,20,20,30,80,20,741,741,590,0,0,0,0,0,124,0,0
61773,2,50,40,0,0,30,90,30,1884,1884,1368,0,0,0,0,0,1027,0,0
61773,3,60,0,40,0,50,150,40,4327,4384,5094,0,0,0,0,0,2958,0,0
61773,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61773,5,20,0,20,0,0,70,20,3079,3079,0,0,0,0,0,0,2495,0,0
61773,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61774,1,150,100,20,0,60,180,50,1881,1881,1516,0,0,0,0,0,372,0,0
61774,2,120,70,30,50,50,210,60,4238,4284,3336,0,0,0,0,0,2303,0,0
61774,3,70,40,40,0,40,170,60,4651,4651,3754,0,0,30,0,0,3166,0,0
61774,4,40,0,30,0,30,110,30,3685,3795,2836,0,0,0,0,0,2703,0,0
61774,5,90,0,80,0,60,240,70,14695,14919,9442,0,0,0,0,0,12266,0,0
61774,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61775,1,60,50,0,0,30,60,0,796,796,715,0,0,0,0,0,188,0,0
61775,2,40,40,0,0,30,50,30,1344,1344,1135,0,0,0,0,0,777,0,0
61775,3,20,0,40,0,20,50,0,1418,1543,1198,0,0,0,0,0,971,0,0
61775,4,20,0,0,0,40,60,20,1901,1901,1443,0,0,0,0,0,1388,0,0
61775,5,20,0,20,0,0,80,30,3787,3787,2157,0,0,0,0,0,2967,0,0
61775,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61776,1,190,160,0,0,70,160,30,2075,2106,1517,0,0,0,0,0,285,0,0
61776,2,120,80,50,40,60,200,40,4414,4501,3250,0,0,30,0,196,2356,0,0
61776,3,80,30,40,0,50,170,50,4775,4879,2856,0,0,0,0,0,3116,0,0
61776,4,100,40,70,0,50,230,50,8854,8942,5111,0,0,0,0,0,6475,0,0
61776,5,180,0,160,0,100,510,170,24092,24494,14478,40,2223,20,505,261,19223,30,213
61776,6,50,0,50,0,30,160,60,18392,18867,10133,0,0,0,0,203,16295,0,0
61777,1,140,110,0,0,50,160,30,1757,1820,1287,0,0,0,0,0,342,0,0
61777,2,110,70,40,40,60,180,40,4250,4250,3264,0,0,0,0,0,2443,0,0
61777,3,80,40,40,0,40,160,60,4845,4916,4006,0,0,40,0,0,3394,0,0
61777,4,40,0,30,0,20,90,0,3706,3706,2494,0,0,0,0,0,2733,0,0
61777,5,80,0,80,0,60,220,70,10956,11335,11185,0,0,0,0,0,8744,0,0
61777,6,20,0,20,0,0,60,20,5289,5289,0,0,0,0,0,0,4605,0,0
61778,1,80,60,0,30,40,100,30,888,888,623,0,0,0,0,0,109,0,0
61778,2,90,70,30,0,40,140,30,3265,3343,2168,0,0,20,0,0,1796,0,0
61778,3,50,0,30,0,30,110,30,3253,3253,2134,0,0,0,0,0,2148,0,0
61778,4,40,0,30,0,20,100,30,3101,3149,2400,0,0,0,0,0,2228,0,0
61778,5,40,0,40,0,20,120,40,6181,6181,3633,0,0,0,0,0,5116,0,0
61778,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61801,1,3650,2850,190,540,850,4380,1100,46730,47222,42257,40,4,210,0,108,10231,0,0
61801,2,2350,1650,310,290,600,3360,730,82463,83427,72203,40,324,350,63,227,47915,40,52
61801,3,1050,570,370,80,370,1850,430,64214,64954,48403,40,229,190,180,501,45580,30,86
61801,4,540,170,340,20,220,1180,300,46812,47309,32807,30,110,80,162,400,35228,20,69
61801,5,930,200,710,20,440,2180,540,126852,127977,77730,70,1310,110,698,1449,103878,80,311
61801,6,370,50,310,0,220,890,210,131750,132866,53637,50,2524,0,1683,1237,117417,80,1144
61802,1,3280,2180,230,810,1160,4880,1800,43584,44080,36223,20,24,130,0,77,8003,0,0
61802,2,2460,1400,440,550,910,4400,1510,88618,89496,73083,40,53,270,107,357,49072,30,40
61802,3,1230,570,510,120,550,2360,630,75478,76246,53257,40,723,200,192,577,52146,30,46
61802,4,730,220,470,50,360,1570,370,62775,63343,39427,40,809,90,307,729,46470,40,77
61802,5,1010,190,810,0,560,2330,520,137329,138639,76944,90,2184,110,743,1508,110482,90,334
61802,6,340,50,290,0,250,780,150,140544,141815,57096,100,15719,0,2359,1409,124494,90,2016
61810,1,40,30,30,0,0,50,0,458,458,352,0,0,0,0,0,0,0,0
61810,2,40,20,0,0,40,80,30,1461,1461,1754,0,0,0,0,0,795,0,0
61810,3,20,0,40,0,20,50,30,1310,1310,0,0,0,0,0,0,806,0,0
61810,4,20,0,0,0,0,60,0,1705,1881,2753,0,0,0,0,0,1222,0,0
61810,5,30,0,30,0,20,70,20,3671,3671,0,0,0,0,0,0,2796,0,0
61810,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61811,1,100,60,20,0,50,140,40,1256,1256,927,0,0,0,0,0,193,0,0
61811,2,80,40,20,40,40,150,50,2758,2813,2279,0,0,0,0,0,1455,0,0
61811,3,50,30,30,0,30,100,30,2830,2830,2230,0,0,0,0,0,1901,0,0
61811,4,50,0,30,0,40,110,40,4003,4105,2753,0,0,0,0,0,2917,0,0
61811,5,30,0,30,0,20,80,0,4449,4449,2267,0,0,0,0,0,3526,0,0
61811,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61812,1,50,30,0,0,20,80,40,711,711,544,0,0,0,0,0,0,0,0
61812,2,40,30,30,0,30,80,0,1572,1675,1168,0,0,0,0,0,911,0,0
61812,3,40,0,50,0,50,100,30,3212,3212,4016,0,0,0,0,0,2236,0,0
61812,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61812,5,20,0,0,0,0,50,0,3001,3001,0,0,0,0,0,0,2372,0,0
61812,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61813,1,310,220,40,40,160,390,90,3990,4017,2841,0,0,20,0,0,707,0,0
61813,2,250,130,70,60,110,430,120,9210,9277,7292,0,0,0,0,0,5042,0,0
61813,3,140,50,70,0,80,270,70,8433,8508,6163,30,563,0,91,151,5682,0,0
61813,4,90,30,70,0,60,200,40,7464,7548,5024,0,0,20,0,0,5410,0,0
61813,5,100,0,90,0,70,270,80,16068,16341,9438,0,0,0,0,0,13027,0,0
61813,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61814,1,150,100,20,0,70,190,60,1786,1809,1210,0,0,0,0,0,300,0,0
61814,2,120,60,30,60,70,220,70,4654,4654,3623,0,0,0,0,0,2552,0,0
61814,3,90,40,60,0,60,230,80,5749,5796,4200,0,0,0,0,0,3822,0,0
61814,4,70,0,50,0,50,180,60,6275,6348,4427,0,0,40,0,0,4681,0,0
61814,5,110,0,100,0,80,300,100,16514,16678,9419,0,0,0,0,0,13082,0,0
61814,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61816,1,70,50,30,0,30,90,40,793,804,496,0,0,0,0,0,136,0,0
61816,2,40,40,0,0,30,70,0,1501,1501,874,0,0,0,0,0,744,0,0
61816,3,40,0,20,0,20,80,20,2153,2231,1479,0,0,0,0,0,1429,0,0
61816,4,30,0,30,0,20,80,20,2769,2769,1521,0,0,0,0,0,1990,0,0
61816,5,40,0,40,0,30,100,30,5931,6067,2567,0,0,0,0,0,4733,0,0
61816,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61817,1,350,260,50,40,180,390,80,4055,4100,2782,0,0,0,0,0,602,0,0
61817,2,290,150,60,70,150,510,160,10680,10835,7957,0,0,30,0,0,5772,0,0
61817,3,190,70,100,30,110,420,120,11997,12120,8620,30,1142,30,95,230,7915,0,0
61817,4,150,30,120,0,100,400,130,12829,12935,8954,0,0,30,0,0,9385,30,110
61817,5,190,0,200,0,150,560,210,24985,25201,20686,0,0,30,0,0,20142,0,0
61817,6,20,0,0,0,0,50,0,6581,6581,0,0,0,0,0,0,5789,0,0
61818,1,250,180,30,40,110,290,70,2903,2917,2085,0,0,0,0,0,470,0,0
61818,2,160,80,40,30,80,280,90,5745,5780,4574,0,0,0,0,112,3073,0,0
61818,3,140,50,70,20,90,320,110,8648,8730,6540,0,0,0,0,0,5783,0,0
61818,4,120,30,90,0,80,290,90,10084,10134,7391,0,0,40,0,0,7371,0,0
61818,5,110,0,100,0,70,300,90,16830,17006,10436,0,0,0,0,0,13906,0,0
61818,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61820,1,4240,3310,160,720,1170,5150,1480,54512,55141,49335,30,-59,230,45,0,11529,0,0
61820,2,2820,2030,340,380,840,4250,1120,99935,101056,90017,40,197,460,0,176,58993,30,63
61820,3,1080,660,310,80,380,1740,360,65198,65919,52741,40,145,240,148,384,47115,20,66
61820,4,550,220,300,40,220,1080,230,47679,48178,35837,20,146,80,182,401,36342,20,54
61820,5,710,190,500,0,340,1590,390,96500,97138,62869,80,2375,80,559,884,79497,50,192
61820,6,220,50,160,0,160,480,110,101014,102175,40833,70,13110,0,1782,813,90622,60,1713
61821,1,5020,3380,300,1280,1690,7200,2670,65219,66207,53802,50,-13,190,0,201,11526,30,22
61821,2,3580,2100,570,800,1260,6160,2030,130143,131469,108718,60,324,470,197,470,73724,40,57
61821,3,2030,960,800,230,910,3880,1060,124156,125469,90435,80,953,360,320,980,86009,60,96
61821,4,1290,390,830,40,630,2910,790,111326,112439,75264,70,958,220,383,957,83006,60,196
61821,5,1580,280,1240,50,820,3830,1010,211389,213804,125737,170,3488,210,1101,2023,171237,150,673
61821,6,600,80,510,0,410,1510,420,314301,317427,116974,210,43550,0,7191,2653,270699,140,5906
61822,1,2980,2270,240,420,1140,3310,960,35097,35858,29258,50,-67,130,0,222,6689,0,0
61822,2,2310,1420,440,390,890,3810,1090,85486,86869,70594,70,141,350,197,834,48423,60,113
61822,3,1640,840,580,170,740,3010,800,101052,102271,75536,70,338,280,390,1190,70822,60,161
61822,4,1210,390,720,80,590,2690,760,105314,106499,74052,70,1385,150,560,1495,78535,60,144
61822,5,2450,360,2000,60,1260,6350,1910,339104,343239,227594,300,7993,280,2645,4545,276297,160,747
61822,6,1370,120,1210,20,900,3850,1290,535246,541390,332321,360,44932,0,10584,5559,481476,260,4889
61830,1,70,50,0,20,50,80,0,800,833,489,0,0,0,0,0,0,0,0
61830,2,60,30,50,0,40,110,50,2154,2154,1610,0,0,0,0,0,1176,0,0
61830,3,40,30,0,0,30,80,30,2518,2518,1737,0,0,0,0,0,1725,0,0
61830,4,30,0,20,0,20,80,30,2809,2888,2017,0,0,0,0,0,2057,0,0
61830,5,30,0,30,0,30,100,30,5239,5239,3009,0,0,0,0,0,4174,0,0
61830,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61832,1,6060,3520,600,1880,2540,10260,4230,78223,79151,58641,30,-66,90,0,89,10989,0,0
61832,2,3660,1740,760,1070,1680,7090,2700,131129,131924,106151,40,89,210,108,222,69920,50,70
61832,3,1710,650,750,250,910,3530,1080,104647,105319,75673,30,232,150,119,285,71682,20,32
61832,4,1020,250,690,60,580,2340,630,87746,88383,58401,30,226,100,201,360,65138,40,78
61832,5,950,130,800,40,610,2300,550,125861,126935,75389,80,2125,110,499,835,102000,70,283
61832,6,220,30,180,0,180,530,130,92373,93718,38460,70,14146,0,1572,847,82632,60,1754
61833,1,390,250,70,70,200,590,160,5135,5163,3568,0,0,20,0,0,815,0,0
61833,2,280,160,60,50,150,450,120,10190,10246,8187,0,0,0,0,0,5668,0,0
61833,3,130,70,60,20,80,250,60,7591,7621,6086,0,0,20,0,0,5210,0,0
61833,4,80,0,60,0,50,180,60,6663,6711,4896,0,0,0,0,0,4948,0,0
61833,5,40,0,40,0,30,90,0,5034,5034,3762,0,0,0,0,0,4036,0,0
61833,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61834,1,940,670,150,120,460,1190,290,11584,11789,7463,0,0,20,0,0,1851,0,0
61834,2,700,390,190,110,370,1200,320,25578,25924,18473,40,99,30,0,148,13732,40,44
61834,3,500,180,270,40,320,1010,250,30877,31142,20883,0,0,30,117,0,20864,0,0
61834,4,390,60,320,30,260,950,240,34329,34659,22235,30,404,30,0,148,25042,20,89
61834,5,510,40,470,0,350,1370,390,66481,67013,46829,40,885,60,215,412,53471,20,108
61834,6,90,0,80,0,70,240,70,34058,34876,18350,30,6452,0,781,393,29923,30,1091
61839,1,90,60,30,30,40,110,30,1096,1096,755,0,0,0,0,0,169,0,0
61839,2,70,50,0,0,30,130,40,2302,2342,1797,0,0,0,0,0,1202,0,0
61839,3,50,0,30,0,40,110,30,2835,2835,2090,0,0,0,0,0,1880,0,0
61839,4,30,0,30,0,0,90,30,2733,2893,2145,0,0,0,0,0,2013,0,0
61839,5,40,0,30,0,30,100,20,6788,6788,2639,0,0,0,0,0,5392,0,0
61839,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61840,1,100,80,0,20,40,110,40,1101,1101,921,0,0,0,0,0,162,0,0
61840,2,50,20,30,0,20,110,30,1891,1891,1169,0,0,0,0,0,871,0,0
61840,3,50,30,30,0,30,90,20,2932,3036,1620,0,0,0,0,0,1926,0,0
61840,4,50,0,40,0,30,130,50,3980,3980,3064,0,0,0,0,0,2880,0,0
61840,5,90,0,80,0,70,250,80,12495,12875,8186,40,450,0,417,380,10042,0,0
61840,6,30,0,30,0,30,100,40,12065,12065,8949,0,0,0,0,0,10786,0,0
61841,1,210,150,30,30,110,250,60,2472,2501,1520,0,0,0,0,0,307,0,0
61841,2,140,80,40,40,70,250,70,5067,5133,3827,0,0,0,0,0,2720,0,0
61841,3,100,50,50,0,60,210,60,6075,6176,4114,0,0,30,0,0,4018,0,0
61841,4,70,0,60,0,50,210,70,6483,6483,4677,0,0,0,0,0,4624,0,0
61841,5,120,0,110,0,80,330,100,16694,17148,9611,30,263,0,0,0,13435,0,0
61841,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61842,1,410,300,50,50,200,490,120,4841,4886,3613,0,0,0,0,0,777,0,0
61842,2,310,180,90,40,170,530,130,11557,11718,8881,30,159,30,0,0,6322,0,0
61842,3,230,80,130,20,130,500,150,14376,14609,10671,0,0,40,79,222,9692,0,0
61842,4,170,30,130,0,100,410,120,14316,14474,10213,0,0,0,0,0,10409,40,174
61842,5,190,20,170,0,110,520,180,25451,26192,17525,40,2652,30,294,208,20337,0,0
61842,6,30,0,30,0,20,80,0,9689,9689,3055,0,0,0,0,0,8136,0,0
61843,1,330,240,50,40,140,400,120,4074,4113,2894,0,0,0,0,0,637,0,0
61843,2,260,130,60,50,110,470,150,9744,9841,7004,0,0,30,0,125,5300,0,0
61843,3,200,70,100,30,110,410,120,12037,12149,8358,30,309,40,0,0,8163,0,0
61843,4,130,40,110,0,80,370,130,11535,11662,8476,0,0,0,0,0,8421,30,92
61843,5,190,0,170,0,110,570,200,25254,25443,19162,30,609,40,238,217,20498,0,0
61843,6,40,0,40,0,40,120,30,12690,13036,5438,20,2261,0,0,0,10793,0,0
61844,1,120,90,0,0,70,120,20,1368,1368,1013,0,0,0,0,0,242,0,0
61844,2,110,60,40,30,60,170,40,4040,4117,3094,0,0,40,0,0,2263,0,0
61844,3,90,30,50,0,50,190,50,5659,5727,3992,0,0,0,88,151,3713,0,0
61844,4,70,20,60,0,50,180,50,6149,6231,4238,0,0,0,0,0,4481,0,0
61844,5,90,0,80,0,70,230,70,14411,14676,7728,0,0,0,0,0,11718,0,0
61844,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61845,1,50,40,20,0,20,60,0,622,622,407,0,0,0,0,0,107,0,0
61845,2,40,20,0,0,30,90,40,1665,1764,1036,0,0,0,0,0,855,0,0
61845,3,30,20,40,0,40,80,40,2055,2055,2297,0,0,0,0,0,1298,0,0
61845,4,30,0,0,0,0,60,0,2299,2503,0,0,0,0,0,0,1666,0,0
61845,5,30,0,30,0,30,80,20,5016,5016,1694,0,0,0,0,0,3895,0,0
61845,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61846,1,810,520,120,160,400,1190,390,9790,9883,6954,0,0,0,0,0,1361,0,0
61846,2,520,240,140,120,280,980,320,19028,19138,15234,0,0,40,0,0,10064,0,0
61846,3,370,110,220,40,230,840,260,22615,22792,16412,40,73,30,101,0,15144,0,0
61846,4,200,50,150,0,130,480,140,16971,17095,11706,0,0,30,0,191,12436,0,0
61846,5,180,0,160,0,140,480,140,25483,25656,16243,0,0,0,0,0,20885,0,0
61846,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61847,1,150,120,0,0,70,130,30,1597,1610,1068,0,0,20,0,93,236,0,0
61847,2,140,80,40,40,90,230,60,5001,5067,3173,0,0,0,0,0,2672,0,0
61847,3,100,40,50,0,60,200,50,6195,6314,3555,30,110,0,118,0,4121,0,0
61847,4,80,20,70,0,50,210,60,7102,7227,5391,0,0,30,0,174,5136,0,0
61847,5,120,0,110,0,80,310,90,17229,17490,11443,0,0,0,0,0,13951,0,0
61847,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61849,1,220,170,20,30,80,260,60,2760,2790,2135,0,0,20,0,0,508,0,0
61849,2,200,120,50,40,90,340,100,7570,7621,6029,0,0,0,0,0,4303,0,0
61849,3,150,60,80,0,80,300,70,9512,9607,6262,0,0,30,0,0,6509,0,0
61849,4,110,40,90,0,60,270,80,9312,9381,6611,0,0,0,0,0,6774,0,0
61849,5,140,0,120,0,100,370,120,18141,18953,11373,30,1922,20,140,281,14368,0,0
61849,6,30,0,30,0,20,70,0,11144,11144,2618,0,0,0,0,0,9522,0,0
61850,1,70,50,40,20,50,110,30,937,937,555,0,0,0,0,0,121,0,0
61850,2,50,40,0,0,30,120,40,2015,2015,1567,0,0,0,0,0,1051,0,0
61850,3,40,0,20,0,40,80,30,2272,2372,1717,0,0,0,0,0,1485,0,0
61850,4,30,0,20,0,0,70,30,2503,2503,1505,0,0,0,0,0,1836,0,0
61850,5,20,0,20,0,20,60,0,3028,3028,1882,0,0,0,0,0,2407,0,0
61850,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61851,1,60,50,20,0,30,70,0,760,782,497,0,0,0,0,0,147,0,0
61851,2,50,30,0,0,20,90,40,1995,1995,1475,0,0,0,0,0,1132,0,0
61851,3,40,20,30,0,30,70,30,2125,2156,2856,0,0,0,0,0,1458,0,0
61851,4,20,0,0,0,0,40,0,1778,1778,0,0,0,0,0,0,1340,0,0
61851,5,30,0,30,0,20,100,30,4625,4625,3185,0,0,0,0,0,3766,0,0
61851,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61852,1,30,20,0,0,0,40,0,307,307,204,0,0,0,0,0,0,0,0
61852,2,50,20,30,0,50,90,30,2103,2136,1393,0,0,0,0,0,1201,0,0
61852,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61852,4,30,0,30,0,0,80,30,3727,3727,1735,0,0,0,0,0,2776,0,0
61852,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61852,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61853,1,1710,1340,150,190,610,1610,400,18267,18663,13911,0,0,60,0,110,3178,0,0
61853,2,1040,550,250,210,440,1860,590,37827,38332,29708,50,199,130,52,172,20375,40,72
61853,3,780,270,380,100,350,1750,590,48634,49214,34538,40,398,140,157,480,32584,20,61
61853,4,790,130,600,50,380,2090,710,69062,69791,50481,50,305,140,302,665,50608,30,108
61853,5,1600,110,1440,40,790,4840,1810,219585,222047,163902,160,2900,260,1557,2541,178169,100,527
61853,6,540,20,510,0,360,1740,680,208994,211548,129900,150,28846,0,4438,2405,185446,90,2263
61854,1,210,160,0,30,80,210,50,2545,2581,1816,0,0,30,0,0,519,0,0
61854,2,170,110,50,30,80,260,60,6000,6071,4484,20,2009,0,0,0,3398,0,0
61854,3,120,50,60,0,70,250,70,7397,7438,5203,0,0,0,182,0,4994,30,114
61854,4,90,30,70,0,40,220,70,7488,7572,5393,0,0,30,0,252,5455,0,0
61854,5,130,0,120,0,100,330,90,16505,16651,13892,0,0,0,0,0,13201,0,0
61854,6,30,0,20,0,0,70,20,11198,11198,0,0,0,0,0,0,9525,0,0
61856,1,1040,840,100,90,460,950,170,11874,12036,8319,0,0,40,0,0,2187,30,36
61856,2,710,420,170,100,360,1120,250,26320,26717,18469,40,79,70,0,169,14585,0,0
61856,3,530,190,280,50,330,1150,340,33075,33493,21169,30,494,50,94,164,22064,20,43
61856,4,480,90,380,30,290,1210,350,42005,42404,28420,40,624,70,124,214,30573,20,67
61856,5,850,70,780,0,530,2470,840,115540,116769,79826,100,1951,120,580,1049,92500,60,230
61856,6,240,0,220,0,170,720,260,88579,89864,48209,70,8811,0,1405,780,78919,40,956
61858,1,460,300,70,80,250,610,180,5617,5672,3785,0,0,0,0,0,781,0,0
61858,2,340,190,70,70,200,540,130,12259,12333,9357,0,0,40,0,147,6680,0,0
61858,3,240,90,120,30,150,480,120,14491,14578,10051,0,0,0,0,0,9783,0,0
61858,4,190,30,150,0,140,470,130,16182,16331,11796,0,0,20,155,0,11820,0,0
61858,5,250,20,220,0,170,680,210,35787,36015,22182,40,860,30,0,198,29220,30,111
61858,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61859,1,150,110,0,0,70,140,30,1697,1697,1340,0,0,0,0,0,306,0,0
61859,2,150,80,50,60,70,250,70,5408,5469,4050,0,0,30,0,0,2973,0,0
61859,3,100,50,50,0,50,190,50,5935,6028,4034,0,0,0,0,0,3966,0,0
61859,4,80,0,70,0,40,190,40,6716,6756,5006,0,0,30,0,0,4881,0,0
61859,5,140,0,130,0,80,390,130,20413,20724,13542,0,0,0,0,0,16686,0,0
61859,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61862,1,80,60,0,0,40,70,0,848,882,674,0,0,0,0,0,129,0,0
61862,2,60,40,40,0,30,90,60,2135,2135,1489,0,0,0,0,0,1170,0,0
61862,3,40,30,0,0,30,70,0,2327,2381,1609,0,0,0,0,0,1575,0,0
61862,4,30,0,20,0,20,70,30,2111,2111,1293,0,0,0,0,0,1465,0,0
61862,5,50,0,40,0,40,140,50,7442,7577,3592,0,0,0,0,0,5809,0,0
61862,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
